"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.843299625E0,-2.725877468E-1,-1.820859792E0,-1.615301510E0
3.853232625E0,-2.378615350E-1,-1.702430871E0,-1.240071648E0
3.863165625E0,-1.882734187E-1,-1.388014975E0,-9.408842415E-1
3.873098625E0,-7.046649517E-2,-1.066082484E0,-7.062547731E-1
3.883031625E0,7.780226575E-2,-8.501038796E-1,-5.738287872E-1
3.892965625E0,1.290344273E-1,-5.986952412E-1,-5.168997109E-1
3.902898625E0,1.121918058E-2,-3.381813186E-1,-5.199905491E-1
3.912831625E0,-4.097010618E-2,-3.157601702E-1,-5.410703462E-1
3.922764625E0,-2.045113376E-1,-3.095135897E-1,-6.268390596E-1
3.932698625E0,-4.756076607E-1,-1.737131757E-1,-5.850764912E-1
3.942631625E0,-6.699118428E-1,-4.447976947E-3,-3.607837307E-1
3.952564625E0,-6.575061708E-1,2.372051668E-1,5.622565627E-2
3.962497625E0,-3.698564167E-1,5.277995056E-1,6.364957362E-1
3.972430625E0,1.451933311E-2,7.563390988E-1,1.256929171E0
3.982364625E0,1.688628737E-1,9.243418837E-1,1.634721283E0
3.992297625E0,2.339964570E-2,1.111763272E0,1.707287568E0
4.002230625E0,-2.195737651E-1,1.140485380E0,1.644179154E0
4.012163625E0,-2.063926427E-1,1.131678303E0,1.517691016E0
4.022096625E0,3.513948657E-2,1.335870091E0,1.635694844E0
4.032030625E0,3.615956897E-1,1.751106017E0,1.944034898E0
4.041963625E0,7.327277496E-1,2.211560217E0,2.337006966E0
4.051896625E0,1.069866437E0,2.349874933E0,2.551771104E0
4.061829625E0,1.177702250E0,2.281474205E0,2.669257454E0
4.071763625E0,1.086507101E0,2.259128485E0,2.789863293E0
4.081696625E0,1.008357236E0,2.190837100E0,2.947979021E0
4.091629625E0,1.065561863E0,1.859923870E0,2.896276186E0
4.101562625E0,1.086351126E0,1.385660886E0,2.434015197E0
4.111495625E0,1.120468753E0,1.052926834E0,1.764904861E0
4.121429625E0,1.175396912E0,7.044690335E-1,1.108107008E0
4.131362625E0,1.248004273E0,3.616637367E-1,5.348091477E-1
4.141295625E0,1.351212161E0,1.627478921E-1,1.192042619E-1
4.151228625E0,1.463496828E0,9.809464395E-2,-6.788851261E-2
4.161161625E0,1.666121415E0,8.558569551E-3,-7.923328042E-2
4.171095625E0,1.807879850E0,-2.438815176E-1,8.311056912E-2
4.181028625E0,1.718950717E0,-5.935888678E-1,2.738408965E-1
4.190961625E0,1.429983219E0,-9.457818693E-1,3.615345132E-1
4.200894625E0,1.052116263E0,-1.190046964E0,2.741630781E-1
4.210828625E0,7.581663537E-1,-1.409075477E0,-1.212069333E-2
4.220761625E0,5.577236915E-1,-1.555903155E0,-3.581986767E-1
4.230694625E0,3.759542587E-1,-1.639707788E0,-5.854811186E-1
4.240627625E0,2.786032344E-1,-1.647046629E0,-6.615165567E-1
4.250560625E0,3.423782673E-1,-1.538953831E0,-6.887142956E-1
4.260494625E0,5.611293657E-1,-1.486090323E0,-7.773054600E-1
4.270427625E0,6.336331587E-1,-1.479242064E0,-8.974593097E-1
4.280360625E0,4.996025872E-1,-1.425200928E0,-1.050626539E0
4.290293625E0,2.355095108E-1,-1.381229281E0,-1.180511325E0
4.300226625E0,-7.330434993E-3,-1.291144153E0,-1.226997274E0
4.310160625E0,-1.918971210E-1,-1.186470222E0,-1.174393383E0
4.320093625E0,-2.692996382E-1,-1.136899282E0,-1.096709030E0
4.330026625E0,-1.876939596E-1,-1.173170146E0,-1.024528077E0
4.339959625E0,-1.136129167E-1,-1.260212383E0,-1.103794686E0
4.349893625E0,-1.820209910E-1,-1.226637086E0,-1.421622432E0
4.359826625E0,-2.807149928E-1,-1.130637499E0,-1.708600268E0
4.369759625E0,-2.532733520E-1,-1.113615085E0,-1.907306782E0
4.379692625E0,-1.995313371E-1,-1.106937565E0,-1.933848463E0
4.389625625E0,-2.062898596E-1,-1.050609582E0,-1.724429265E0
4.399559625E0,-1.722420893E-1,-8.793031204E-1,-1.216019711E0
4.409492625E0,-7.763996897E-2,-7.561063796E-1,-6.489134681E-1
4.419425625E0,5.541983686E-2,-6.391568041E-1,-2.097279310E-1
4.429358625E0,1.398364364E-1,-4.604074216E-1,4.366115928E-2
4.439292625E0,2.096743559E-1,-2.194442493E-1,1.425428385E-1
4.449225625E0,2.595865542E-1,-1.148972028E-1,3.400974512E-2
4.459158625E0,1.828076060E-1,-9.737251282E-2,-2.988827670E-1
4.469091625E0,2.136157813E-2,3.878808975E-2,-5.804799950E-1
4.479024625E0,-2.657373134E-2,2.469343489E-1,-6.659107393E-1
4.488958625E0,4.330139106E-2,3.951326144E-1,-5.368919259E-1
4.498891625E0,1.252346964E-1,4.612722248E-1,-2.898055494E-1
4.508824625E0,2.144571042E-1,6.740945023E-1,-5.368913412E-3
4.518757625E0,3.108391170E-1,8.775267363E-1,3.119390148E-1
4.528691625E0,3.110276531E-1,9.362550008E-1,4.664575356E-1
4.538624625E0,1.037346306E-1,1.014452739E0,3.817635405E-1
4.548557625E0,-4.204584403E-1,9.930899370E-1,1.728559738E-1
4.558490625E0,-1.004394651E0,8.591068375E-1,-2.834157121E-1
4.568423625E0,-1.302257079E0,9.664973849E-1,-5.076967782E-1
4.578357625E0,-1.343631831E0,1.404243922E0,-2.643730849E-1
4.588290625E0,-1.043359327E0,1.976392220E0,2.304756063E-1
4.598223625E0,-5.422524705E-1,2.277903895E0,1.069232379E0
4.608156625E0,-2.930405214E-2,2.381436449E0,1.948272960E0
4.618089625E0,4.091417391E-1,2.300232072E0,2.813475519E0
4.628023625E0,5.524920049E-1,1.931141202E0,3.547271848E0
4.637956625E0,3.029736618E-1,1.417952135E0,3.798032030E0
4.647889625E0,-1.460549137E-1,8.472597939E-1,3.495573691E0
4.657822625E0,-7.394246388E-1,4.331038481E-1,2.667822547E0
4.667756625E0,-1.267904103E0,3.255764759E-1,1.716905068E0
4.677689625E0,-1.570468569E0,3.491951340E-1,9.296540791E-1
4.687622625E0,-1.632433706E0,4.108429134E-1,3.209501588E-1
4.697555625E0,-1.394019335E0,4.962993854E-1,6.886792123E-2
4.707488625E0,-9.433335670E-1,4.839752090E-1,5.468842328E-2
4.717422625E0,-3.972118843E-1,2.243237507E-1,3.191837150E-1
4.727355625E0,-1.575675880E-1,-1.149679542E-1,7.266978085E-1
4.737288625E0,-9.694714615E-2,-4.571885294E-1,1.001204703E0
4.747221625E0,-1.827667851E-2,-7.814575678E-1,1.096553494E0
4.757155625E0,6.109024733E-2,-1.071244991E0,9.136636984E-1
4.767088625E0,1.098179093E-1,-1.220818521E0,5.131370276E-1
4.777021625E0,1.588964043E-1,-1.312376563E0,4.381377161E-2
4.786954625E0,1.797037029E-1,-1.435106111E0,-3.841141212E-1
4.796887625E0,2.290013771E-1,-1.570819986E0,-7.376864809E-1
4.806821625E0,3.129651646E-1,-1.724176666E0,-9.801196432E-1
4.816754625E0,3.195968573E-1,-1.836335033E0,-1.169233215E0
4.826687625E0,2.873903935E-1,-1.931450520E0,-1.306933975E0
4.836620625E0,1.612691678E-1,-2.048562064E0,-1.427081392E0
4.846554625E0,8.713105065E-2,-2.111410861E0,-1.517134945E0
4.856487625E0,-3.215109799E-3,-2.167568105E0,-1.587619622E0
4.866420625E0,-7.272518322E-2,-2.154125356E0,-1.702961213E0
4.876353625E0,-1.426223515E-1,-2.030748521E0,-1.750256417E0
4.886286625E0,-2.183008628E-1,-1.826737998E0,-1.732645773E0
4.896220625E0,-2.085712056E-1,-1.682971922E0,-1.650107646E0
4.906153625E0,-2.161850478E-1,-1.552624621E0,-1.633471148E0
4.916086625E0,-1.880462178E-1,-1.389025374E0,-1.591015100E0
4.926019625E0,-7.080657472E-2,-1.200739183E0,-1.460263757E0
4.935953625E0,2.586376059E-2,-1.046075066E0,-1.336959427E0
4.945886625E0,-8.722735612E-2,-9.320046598E-1,-1.185290254E0
4.955819625E0,-2.536331750E-1,-8.128389895E-1,-9.543609041E-1
4.965752625E0,-3.353685886E-1,-7.147402525E-1,-7.162277842E-1
4.975685625E0,-3.527640552E-1,-5.560251850E-1,-4.716177034E-1
4.985619625E0,-3.312171386E-1,-2.508110529E-1,-1.751176769E-1
4.995552625E0,-3.175476640E-1,-2.361865819E-2,1.026537180E-1
5.005485625E0,-2.469307858E-1,6.847031057E-2,3.566240215E-1
5.015418625E0,-2.570835804E-1,1.821740967E-1,6.178068656E-1
5.025352625E0,-2.752651320E-1,4.163176614E-1,8.476866406E-1
5.035285625E0,-2.036116521E-1,6.320220315E-1,1.180967408E0
5.045218625E0,-1.247186248E-1,7.849062556E-1,1.462727773E0
5.055151625E0,-5.247644900E-2,9.817691427E-1,1.552857925E0
5.065084625E0,-3.610469285E-2,1.086269996E0,1.396976418E0
5.075018625E0,-8.088782318E-3,8.847585726E-1,9.760365325E-1
5.084951625E0,1.112106065E-1,7.490680861E-1,5.577565455E-1
5.094884625E0,3.123114093E-1,1.017795008E0,2.792536640E-1
5.104817625E0,5.611357611E-1,1.524793628E0,2.171416157E-1
5.114750625E0,7.347888932E-1,2.074454704E0,3.592277867E-1
5.124684625E0,8.346540740E-1,2.239657257E0,7.906909060E-1
5.134617625E0,8.401908756E-1,2.033700196E0,1.397704981E0
5.144550625E0,6.368925429E-1,1.801164615E0,2.168159258E0
5.154483625E0,4.130823970E-1,1.561425265E0,2.737987381E0
5.164417625E0,3.058930486E-1,1.245527101E0,2.923184488E0
5.174350625E0,2.003047775E-1,1.071970046E0,2.668518950E0
5.184283625E0,1.303687893E-1,1.146673488E0,1.911451873E0
5.194216625E0,2.752381069E-1,1.262916720E0,1.155143180E0
5.204149625E0,5.498361996E-1,1.263407301E0,7.018863183E-1
5.214083625E0,8.180378951E-1,1.312678864E0,6.986802900E-1
5.224016625E0,1.113975858E0,1.174106870E0,1.038433925E0
5.233949625E0,1.290103788E0,8.425177020E-1,1.404766663E0
5.243882625E0,1.312293532E0,5.303395361E-1,1.515118241E0
5.253816625E0,1.275879120E0,1.959805423E-1,1.355815528E0
5.263749625E0,1.055838308E0,-1.324224776E-1,1.018623558E0
5.273682625E0,8.064061752E-1,-2.922783369E-1,7.368585151E-1
5.283615625E0,6.616996477E-1,-5.623074335E-1,4.171011883E-1
5.293548625E0,5.069402216E-1,-7.861756861E-1,8.952028692E-2
5.303482625E0,3.707374094E-1,-9.409608400E-1,-2.034363270E-1
5.313415625E0,2.758081008E-1,-1.106294371E0,-4.883775777E-1
5.323348625E0,2.475070289E-1,-1.301697793E0,-8.028203702E-1
5.333281625E0,2.172077624E-1,-1.425133685E0,-1.004146437E0
5.343215625E0,1.651084131E-1,-1.498443736E0,-1.130438694E0
5.353148625E0,7.938543594E-2,-1.538777829E0,-1.143729415E0
5.363081625E0,-7.172911917E-3,-1.625881462E0,-1.026410880E0
5.373014625E0,8.756191735E-3,-1.733433977E0,-1.000827557E0
5.382947625E0,1.375849843E-3,-1.833172858E0,-1.136092951E0
5.392881625E0,-1.271341553E-1,-1.766739718E0,-1.353363206E0
5.402814625E0,-1.998430302E-1,-1.608788881E0,-1.486856309E0
5.412747625E0,-1.885666018E-1,-1.519995988E0,-1.538551542E0
5.422680625E0,-1.022480491E-1,-1.447847194E0,-1.562762523E0
5.432614625E0,1.961208207E-2,-1.393289164E0,-1.593048177E0
5.442547625E0,8.181530122E-2,-1.353681879E0,-1.551806595E0
5.452480625E0,4.972561726E-2,-1.340001149E0,-1.378187560E0
5.462413625E0,3.823896311E-4,-1.353615806E0,-1.129817135E0
5.472347625E0,-1.479811510E-2,-1.439825984E0,-8.867840481E-1
5.482280625E0,2.164902359E-2,-1.469724551E0,-7.119967389E-1
5.492213625E0,1.066457218E-2,-1.430889684E0,-6.673883307E-1
5.502146625E0,-2.569995632E-2,-1.313466484E0,-7.533079022E-1
5.512079625E0,-7.273442913E-2,-1.142410283E0,-8.596710938E-1
5.522013625E0,-6.829253694E-2,-9.505467653E-1,-1.070504149E0
5.531946625E0,9.700353524E-2,-6.601354444E-1,-1.100025571E0
5.541879625E0,3.466984461E-1,-3.124804670E-1,-9.036760694E-1
5.551812625E0,4.858133178E-1,1.335387111E-2,-6.277003545E-1
5.561746625E0,4.949082597E-1,3.381199229E-1,-2.406760740E-1
5.571679625E0,5.520540485E-1,5.260383242E-1,3.187217849E-1
5.581612625E0,6.098869582E-1,6.481012899E-1,8.075683093E-1
5.591545625E0,5.642550314E-1,9.204324353E-1,1.157563927E0
5.601478625E0,3.831087656E-1,1.251353266E0,1.301094360E0
5.611412625E0,1.988548691E-1,1.359806837E0,1.205115824E0
5.621345625E0,-7.865720177E-2,1.123602129E0,6.806328589E-1
5.631278625E0,-5.292402595E-1,1.091988573E0,3.454301119E-2
5.641211625E0,-7.750806675E-1,1.449682635E0,-2.390809536E-1
5.651146250E0,-7.111344939E-1,2.020955020E0,-1.621608317E-2
5.661079250E0,-5.306450896E-1,2.533943528E0,7.303798002E-1
5.671012250E0,-9.574831163E-2,2.619525130E0,1.768610242E0
5.680945250E0,4.159731508E-1,2.265918272E0,2.620458931E0
5.690878250E0,6.661851199E-1,1.856333095E0,3.237452449E0
5.700812250E0,6.692901376E-1,1.342372195E0,3.460003908E0
5.710745250E0,3.133564530E-1,6.994451058E-1,2.952865539E0
5.720678250E0,-4.599516311E-1,3.888117743E-1,1.926155866E0
5.730611250E0,-1.202837456E0,4.681473809E-1,9.084549987E-1
5.740545250E0,-1.673190407E0,4.459741545E-1,1.258484530E-1
5.750478250E0,-1.838297797E0,4.275946015E-1,-2.892570806E-1
5.760411250E0,-1.679181318E0,5.836246276E-1,-2.793074584E-1
5.770344250E0,-1.214225201E0,6.428721249E-1,1.533116555E-1
5.780277250E0,-5.871793327E-1,4.705067325E-1,8.501570892E-1
5.790211250E0,-1.937875806E-1,8.588156462E-2,1.481201466E0
5.800144250E0,1.451105907E-2,-2.270544004E-1,1.739733768E0
5.810077250E0,8.132568827E-2,-4.543842047E-1,1.705103048E0
5.820010250E0,3.700636777E-2,-5.769371670E-1,1.382092915E0
5.829944250E0,-1.523373175E-1,-5.824236095E-1,9.139899731E-1
5.839877250E0,-2.394015455E-1,-5.159641564E-1,4.661026096E-1
5.849810250E0,-2.445741386E-2,-5.681768686E-1,1.996432382E-1
5.859743250E0,3.297768963E-1,-7.315205920E-1,9.837706447E-2
5.869676250E0,5.145444159E-1,-9.501725435E-1,-2.870515108E-2
5.879610250E0,4.046228281E-1,-1.199240541E0,-1.805895013E-1
5.889543250E0,2.603826526E-1,-1.409375439E0,-4.140840250E-1
5.899476250E0,1.710038866E-1,-1.649210098E0,-7.195975345E-1
5.909409250E0,1.283927502E-1,-1.873964204E0,-1.031890306E0
5.919343250E0,2.311863445E-2,-1.966323314E0,-1.291365178E0
5.929276250E0,-5.865764574E-2,-2.048090778E0,-1.502788802E0
5.939209250E0,-8.136515697E-2,-2.087161288E0,-1.601866947E0
5.949142250E0,-7.571945099E-2,-1.981632494E0,-1.613512847E0
5.959075250E0,-1.584140912E-2,-1.806976748E0,-1.592410830E0
5.969009250E0,-4.693331597E-3,-1.693349560E0,-1.607473258E0
5.978942250E0,-8.118188331E-2,-1.532076920E0,-1.713505497E0
5.988875250E0,-1.774331743E-1,-1.335228066E0,-1.714432865E0
5.998808250E0,-2.110527822E-1,-1.208969724E0,-1.658688435E0
6.008742250E0,-2.324279368E-1,-1.045862228E0,-1.447331470E0
6.018675250E0,-2.074984973E-1,-7.985133111E-1,-1.042182575E0
6.028608250E0,-1.331885451E-1,-5.848209679E-1,-5.777101690E-1
6.038541250E0,-1.659139219E-2,-4.562757790E-1,-2.046724284E-1
6.048475250E0,2.175071946E-2,-4.415869886E-1,3.639248550E-2
6.058408250E0,4.356796014E-2,-3.113215488E-1,2.267439133E-1
6.068341250E0,1.385182730E-1,-1.521556610E-1,2.355644381E-1
6.078274250E0,9.852057707E-2,-9.119142115E-2,-2.760704398E-2
6.088207250E0,-6.106032603E-3,4.207188606E-2,-1.966190583E-1
6.098141250E0,-5.205926844E-2,1.675472867E-1,-2.578218645E-1
6.108074250E0,-2.458415683E-2,1.432819265E-1,-2.902645558E-1
6.118007250E0,1.136118569E-2,3.068332261E-1,-2.230625063E-1
6.127940250E0,7.324219585E-2,5.815108591E-1,5.236649394E-2
6.137874250E0,1.331734063E-1,7.127095145E-1,4.121433342E-1
6.147807250E0,1.075792571E-1,8.426802546E-1,6.962981343E-1
6.157740250E0,-4.270516693E-2,8.957677102E-1,7.614571667E-1
6.167673250E0,-2.518316113E-1,6.625871819E-1,5.151876462E-1
6.177606250E0,-5.661542070E-1,6.821016794E-1,2.240278816E-1
6.187540250E0,-4.952017169E-1,1.053274158E0,-4.393890202E-2
6.197473250E0,-2.719294051E-1,1.575939808E0,-1.277680939E-1
6.207406250E0,1.597621942E-2,2.095422235E0,2.228373885E-1
6.217339250E0,3.488431682E-1,2.153770430E0,1.132869966E0
6.227273250E0,5.883159949E-1,2.069454165E0,2.075905398E0
6.237206250E0,6.240457716E-1,1.936509531E0,3.069222792E0
6.247139250E0,7.270426480E-1,1.522654717E0,3.839585853E0
6.257072250E0,8.215764838E-1,9.575353575E-1,3.785450576E0
6.267006250E0,7.020089637E-1,5.325281489E-1,3.060389988E0
6.276939250E0,4.093727772E-1,4.365560442E-1,2.033179209E0
6.286872250E0,2.135354186E-1,4.678281230E-1,1.074530541E0
6.296805250E0,3.290630609E-1,4.445047492E-1,4.076187587E-1
6.306738250E0,4.880787484E-1,3.734160554E-1,-1.439713132E-1
6.316672250E0,6.687301205E-1,3.019975787E-1,-4.141828430E-1
6.326605250E0,8.662512580E-1,1.747516412E-1,-4.503092802E-1
6.336538250E0,1.073449683E0,-9.145396113E-2,-2.749372494E-1
6.346471250E0,1.162643403E0,-3.737236190E-1,-9.318122864E-3
6.356405250E0,1.067037846E0,-6.360735673E-1,1.246673155E-1
6.366338250E0,8.875231361E-1,-8.361483300E-1,5.163266838E-2
6.376271250E0,6.044175823E-1,-9.514039671E-1,-1.390479577E-1
6.386204250E0,3.645281780E-1,-9.767574942E-1,-3.540547550E-1
6.396137250E0,2.595060088E-1,-1.024398268E0,-4.644455087E-1
6.406071250E0,2.624138657E-1,-1.015916297E0,-4.505016536E-1
6.416004250E0,3.154686134E-1,-9.671060801E-1,-3.768974876E-1
6.425937250E0,2.691490541E-1,-1.018302546E0,-3.076278627E-1
6.435870250E0,2.191790598E-1,-1.134009004E0,-2.851476574E-1
6.445804250E0,1.233020820E-1,-1.208677948E0,-4.411683279E-1
6.455737250E0,9.019171173E-2,-1.290292799E0,-7.415041280E-1
6.465670250E0,3.027394990E-2,-1.390442739E0,-1.100901484E0
6.475603250E0,-3.697970127E-2,-1.471157119E0,-1.488471310E0
6.485537250E0,-9.628395312E-2,-1.503578176E0,-1.798543308E0
6.495470250E0,-9.212247147E-2,-1.549102843E0,-2.011913470E0
6.505403250E0,4.080762668E-3,-1.594411747E0,-2.119948381E0
6.515336250E0,1.390948724E-1,-1.557335138E0,-2.116686219E0
6.525269250E0,2.650970798E-1,-1.504697918E0,-2.048386062E0
6.535203250E0,3.175993754E-1,-1.457044864E0,-1.938810410E0
6.545136250E0,4.211752358E-1,-1.366912959E0,-1.807459728E0
6.555069250E0,5.090156177E-1,-1.299533738E0,-1.587645350E0
6.565002250E0,6.045675999E-1,-1.280886383E0,-1.367340975E0
6.574936250E0,5.766661486E-1,-1.151238409E0,-1.148641661E0
6.584869250E0,4.827628619E-1,-9.475564992E-1,-9.091683590E-1
6.594802250E0,3.430989001E-1,-7.646754742E-1,-6.557541257E-1
6.604735250E0,2.515069812E-1,-4.773193234E-1,-3.396600795E-1
6.614668250E0,2.822361277E-1,-1.581654292E-1,-1.893328428E-2
6.624602250E0,3.988917893E-1,1.739359546E-1,3.219780993E-1
6.634535250E0,4.149890644E-1,4.511536181E-1,6.224875617E-1
6.644468250E0,2.973354292E-1,7.509017730E-1,8.526807475E-1
6.654401250E0,2.161691872E-1,1.027917708E0,1.097569740E0
6.664335250E0,2.117910480E-1,1.179020285E0,1.278759166E0
6.674268250E0,2.875859280E-1,1.302518742E0,1.451720390E0
6.684201250E0,3.748209586E-1,1.388335987E0,1.593417721E0
6.694134250E0,2.904540421E-1,1.452294002E0,1.468092594E0
6.704068250E0,-8.485070050E-2,1.362734538E0,1.002734334E0
6.714001250E0,-5.379967573E-1,1.130913488E0,3.505569506E-1
6.723934250E0,-1.001440857E0,1.213947458E0,-5.445628881E-2
6.733867250E0,-1.204350789E0,1.624748856E0,2.936881006E-2
6.743800250E0,-1.040405167E0,2.048893601E0,6.177419615E-1
6.753734250E0,-6.526712544E-1,2.256686103E0,1.591302198E0
6.763667250E0,-2.241078240E-1,2.103161609E0,2.509981053E0
6.773600250E0,6.959058227E-2,1.729282454E0,3.067021315E0
6.783533250E0,1.924690700E-1,1.363764818E0,3.316508558E0
6.793467250E0,8.233761289E-2,9.044695365E-1,2.942328857E0
6.803400250E0,-2.246580287E-1,5.342098081E-1,2.069826633E0
6.813333250E0,-7.591538753E-1,4.743927920E-1,1.043128070E0
6.823266250E0,-1.192280016E0,5.735007584E-1,1.609335011E-1
6.833200250E0,-1.451893906E0,5.070553386E-1,-4.531498575E-1
6.843133250E0,-1.595612473E0,4.436171418E-1,-7.887987471E-1
6.853066250E0,-1.660763612E0,5.938356203E-1,-8.275967771E-1
6.862999250E0,-1.510669971E0,7.733714533E-1,-4.834144610E-1
6.872932250E0,-1.087513772E0,7.209651983E-1,2.117522371E-1
6.882866250E0,-6.075862615E-1,5.052959114E-1,9.071469766E-1
6.892799250E0,-2.766421331E-1,3.526642871E-1,1.279085441E0
6.902732250E0,-5.099754198E-2,1.930236053E-1,1.445788389E0
6.912665250E0,6.366421450E-2,1.447326207E-1,1.403579094E0
6.922599250E0,1.788535726E-1,1.172588933E-1,1.150263094E0
6.932532250E0,1.396370098E-1,1.334451556E-2,7.461339533E-1
6.942465250E0,5.976862585E-2,-1.148849237E-1,3.971615982E-1
6.952398250E0,2.155213340E-2,-3.175546807E-1,1.163981831E-1
6.962332250E0,2.766928714E-2,-6.259420967E-1,-1.283990085E-1
6.972265250E0,3.211108568E-2,-9.879081345E-1,-3.968224597E-1
6.982198250E0,-5.909531896E-2,-1.243582317E0,-6.573053920E-1
6.992131250E0,-1.467506410E-1,-1.410855369E0,-9.089233607E-1
7.002064250E0,-2.121682482E-1,-1.552341616E0,-1.142619613E0
7.011998250E0,-2.161146802E-1,-1.705093693E0,-1.309515520E0
7.021931250E0,-1.746350440E-1,-1.764982045E0,-1.435552254E0
7.031864250E0,-1.698637343E-1,-1.820914171E0,-1.475302795E0
7.041797250E0,-1.890347079E-1,-1.884154147E0,-1.488885292E0
7.051731250E0,-1.626131504E-1,-1.857411906E0,-1.464291319E0
7.061664250E0,-1.684225601E-1,-1.752734467E0,-1.471055378E0
7.071597250E0,-1.695037651E-1,-1.652213813E0,-1.560712489E0
7.081530250E0,-1.657585687E-1,-1.483808155E0,-1.679770571E0
7.091463250E0,-1.759952708E-1,-1.249558756E0,-1.735106866E0
7.101397250E0,-1.312880355E-1,-1.081214494E0,-1.591241972E0
7.111330250E0,-1.619099313E-1,-8.808280742E-1,-1.255804752E0
7.121263250E0,-1.558138984E-1,-6.842440993E-1,-8.343514806E-1
7.131196250E0,-3.092575228E-2,-5.693346173E-1,-4.619826615E-1
7.141130250E0,3.972080744E-2,-5.061554521E-1,-2.186940515E-1
7.151063250E0,3.488378052E-4,-4.322238421E-1,-7.714582443E-2
7.160996250E0,-1.202221342E-1,-4.146623147E-1,-7.357025206E-2
7.170929250E0,-2.324295265E-1,-4.734356028E-1,-1.794411081E-1
7.180863250E0,-3.549749971E-1,-4.479294634E-1,-2.581861460E-1
7.190796250E0,-3.545275754E-1,-2.823100036E-1,-3.005924928E-1
7.200729250E0,-1.766820263E-1,-1.222974390E-1,-5.755823672E-2
7.210662250E0,-1.154774499E-2,8.927178025E-2,3.554346979E-1
7.220595250E0,1.235212886E-1,2.934945577E-1,8.126179647E-1
7.230529250E0,2.519522467E-1,4.587900817E-1,1.210236230E0
7.240462250E0,3.510845887E-1,6.316250056E-1,1.428169559E0
7.250395250E0,2.788169136E-1,7.682036841E-1,1.332619039E0
7.260328250E0,9.993338314E-2,7.116903448E-1,9.208405709E-1
7.270262250E0,7.508638026E-2,6.301889294E-1,4.775233912E-1
7.280195250E0,1.742741429E-1,7.270410401E-1,2.267140925E-1
7.290128250E0,3.633796387E-1,1.225041965E0,2.120071757E-1
7.300061250E0,6.475655387E-1,1.765896549E0,5.318732607E-1
7.309995250E0,8.268668984E-1,1.892896904E0,1.045923039E0
7.319928250E0,9.336776944E-1,1.808689397E0,1.629804359E0
7.329861250E0,8.764401043E-1,1.664420460E0,2.337322131E0
7.339794250E0,5.651527617E-1,1.543304744E0,3.006813705E0
7.349728250E0,2.919881140E-1,1.388936496E0,3.249636292E0
7.359661250E0,2.575225419E-1,1.154055013E0,3.039601967E0
7.369594250E0,3.361624943E-1,8.250310189E-1,2.424184273E0
7.379527250E0,4.116753011E-1,5.857097447E-1,1.718065740E0
7.389460250E0,5.711626761E-1,4.518149382E-1,1.096581561E0
7.399394250E0,9.182633375E-1,3.039365155E-1,6.527340388E-1
7.409327250E0,1.258821915E0,1.988912863E-1,2.840653378E-1
7.419260250E0,1.504778755E0,-1.684056580E-2,1.789423406E-2
7.429193250E0,1.541249447E0,-3.234720629E-1,-1.498220372E-1
7.439127250E0,1.360026547E0,-5.965773797E-1,-2.640824783E-1
7.449060250E0,1.190953721E0,-9.097103959E-1,-3.816483504E-1
7.458993250E0,1.030712384E0,-1.223721664E0,-5.227738237E-1
7.468926250E0,7.511869709E-1,-1.367688884E0,-5.995559514E-1
7.478860250E0,4.268929356E-1,-1.455861973E0,-6.972208250E-1
7.488793250E0,2.137689783E-1,-1.543138098E0,-7.645415729E-1
7.498726250E0,1.334298798E-1,-1.582483428E0,-7.776890373E-1
